gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FAM129B,5140.26233918488,-2.1602774893388057,0.129185710445609,-16.722263490963627,9.022628684019676e-63,5.6901483998688984e-61
PLEKHA7,515.5099148894725,4.073622096490484,0.2437696639276189,16.710947666154397,1.0908802815685961e-62,6.851703752242431e-61
LMO2,4400.76657887084,1.8541801000440008,0.11128477819210264,16.661578790616517,2.493543511848037e-62,1.559827562816357e-60
FAXDC2,15941.00950204506,2.655395831256222,0.1594254655932388,16.656033095937445,2.7357893069771273e-62,1.6976176940603852e-60
SPECC1,2435.553353949202,1.8374436353047625,0.11031600308956921,16.656183906634844,2.7289013151308404e-62,1.6976176940603852e-60
OAF,623.6793486609051,-2.2953957320076532,0.13789070181445295,-16.64648668694398,3.208966677402256e-62,1.9832697653016904e-60
RNF19A,3032.797990159424,1.6967678160962436,0.10196707205811,16.640350476370184,3.5553111029613633e-62,2.188570193301037e-60
PTPRF,3709.362914129773,1.6829916176976085,0.10118250304373752,16.633227752530615,4.004292525057612e-62,2.4551715795502048e-60
TXNIP,33918.78150124821,5.452166829324967,0.3278477002166037,16.630181714627884,4.213145698910501e-62,2.573016371299057e-60
PCYT2,3456.32028901961,-1.5346043860908336,0.09229545555340181,-16.627085016151387,4.436600068687828e-62,2.6988152622557336e-60
LOC101928745,291.47533358809596,3.654103752164106,0.220106034906317,16.601560941840557,6.790189719461253e-62,4.114322406093954e-60
ADAM8,2600.62016530499,2.088841351960023,0.12583291024983778,16.600119537986412,6.9552279892918225e-62,4.197860455568279e-60
HSPA5,25491.456469755853,-2.2556124598134826,0.13627617927214422,-16.55177355177395,1.5545479230131086e-61,9.34603889434846e-60
TMEM180,788.3466735212859,-2.46050121063379,0.1491073077572502,-16.501546756108944,3.5761372724642934e-61,2.1416626742963484e-59
AC003102.3,301.7872822729599,4.954066314930211,0.3003968643929808,16.491737771434508,4.2067436480497696e-61,2.5095905832438993e-59
SORD,12912.17973311514,2.431309632898899,0.14769834076675664,16.46131987859222,6.956684074883077e-61,4.134143293885324e-59
IDH1,7923.277374278049,-2.249099837837835,0.1369186165174859,-16.426545162692335,1.2349744836904233e-60,7.310954309387253e-59
MARCKS,384.6953874448459,-6.511207190773637,0.396607674634384,-16.417249607628108,1.4394525741811513e-60,8.488924322012583e-59
LIN28B,1434.9577624746962,-1.957832305155847,0.11926735853005344,-16.415491457895456,1.481761583147293e-60,8.70520844912883e-59
KCTD15,1197.2802574800396,-2.1458514693270856,0.13075481012828033,-16.41126217247261,1.5886812806524984e-60,9.297997904303694e-59
TRPC3,173.40651549066442,4.230449084775023,0.25806955019584576,16.392670431535173,2.1575441986921088e-60,1.2579703929808216e-58
ZNF697,995.6737676230559,-2.048234253835837,0.12504633086833425,-16.379802906752186,2.666056614930222e-60,1.5486180735822128e-58
FNBP1,704.0288031680597,-3.416647511530202,0.20917052628473873,-16.33426837048353,5.630362627462518e-60,3.258229698761175e-58
SPTAN1,1044.1399907555308,-3.1608655095548293,0.1936076621833421,-16.326138510786627,6.432931145742422e-60,3.708776833315901e-58
